MonthEndingDate,NHSBoardName,LocationCode,LocationName,DepartmentType,AttendanceCategory,NumberOfAttendancesAll,NumberWithin4HoursAll,NumberOver4HoursAll,PercentageWithin4HoursAll,NumberOfAttendancesEpisode,NumberWithin4HoursEpisode,NumberOver4HoursEpisode,PercentageWithin4HoursEpisode,NumberOver8HoursEpisode,PercentageOver8HoursEpisode,NumberOver12HoursEpisode,PercentageOver12HoursEpisode
2015-08-31,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,Unplanned,91,91,0,100,,,,,,,,
2015-08-31,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,All,91,91,0,100,,,,,,,,
2015-08-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,Unplanned,5382,4985,397,92.6,5382,4985,397,92.6,51,0.9,5,0.1
2015-08-31,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,All,5382,4985,397,92.6,5382,4985,397,92.6,51,0.9,5,0.1
2015-08-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,Unplanned,5570,4955,615,89,5570,4955,615,89,83,1.5,3,0.1
2015-08-31,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,All,5570,4955,615,89,5570,4955,615,89,83,1.5,3,0.1
2015-08-31,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,Unplanned,175,175,0,100,,,,,,,,
2015-08-31,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,All,175,175,0,100,,,,,,,,
2015-08-31,NHS Lothian,S116H,Western General Hospital,Type 3,Unplanned,3790,3434,356,90.6,3790,3434,356,90.6,66,1.7,16,0.4
2015-08-31,NHS Lothian,S116H,Western General Hospital,Type 3,All,3790,3434,356,90.6,3790,3434,356,90.6,66,1.7,16,0.4
2015-08-31,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,Unplanned,4555,4340,215,95.3,4555,4340,215,95.3,6,0.1,1,0
2015-08-31,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,All,4555,4340,215,95.3,4555,4340,215,95.3,6,0.1,1,0
2015-08-31,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,Unplanned,10644,10001,643,94,10644,10001,643,94,62,0.6,1,0
2015-08-31,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,All,10644,10001,643,94,10644,10001,643,94,62,0.6,1,0
2015-08-31,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,Unplanned,3542,3507,35,99,3542,3507,35,99,0,0,0,0
2015-08-31,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,All,3542,3507,35,99,3542,3507,35,99,0,0,0,0
2015-08-31,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,Unplanned,499,492,7,98.6,499,492,7,98.6,0,0,0,0
2015-08-31,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,All,499,492,7,98.6,499,492,7,98.6,0,0,0,0
2015-08-31,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,Unplanned,680,638,42,93.8,680,638,42,93.8,3,0.4,0,0
2015-08-31,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,All,680,638,42,93.8,680,638,42,93.8,3,0.4,0,0
2015-08-31,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,Unplanned,4178,4141,37,99.1,4178,4141,37,99.1,0,0,0,0
2015-08-31,NHS Tayside,T101H,Ninewells Hospital - Type 1,Type 1,All,4178,4141,37,99.1,4178,4141,37,99.1,0,0,0,0
2015-08-31,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,Unplanned,2254,2215,39,98.3,2254,2215,39,98.3,0,0,0,0
2015-08-31,NHS Tayside,T202H,Perth Royal Infirmary - Type 1,Type 1,All,2254,2215,39,98.3,2254,2215,39,98.3,0,0,0,0
2015-08-31,NHS Tayside,T205H,St Margaret's Hospital,Type 3,Unplanned,28,28,0,100,28,28,0,100,0,0,0,0
2015-08-31,NHS Tayside,T205H,St Margaret's Hospital,Type 3,All,28,28,0,100,28,28,0,100,0,0,0,0
2015-08-31,NHS Tayside,T207H,Aberfeldy Community Hospital,Type 3,Unplanned,5,5,0,100,5,5,0,100,0,0,0,0
2015-08-31,NHS Tayside,T207H,Aberfeldy Community Hospital,Type 3,All,5,5,0,100,5,5,0,100,0,0,0,0
2015-08-31,NHS Tayside,T209H,Blairgowrie Community Hospital,Type 3,Unplanned,307,307,0,100,307,307,0,100,0,0,0,0
2015-08-31,NHS Tayside,T209H,Blairgowrie Community Hospital,Type 3,All,307,307,0,100,307,307,0,100,0,0,0,0
2015-08-31,NHS Tayside,T304H,Arbroath Infirmary,Type 3,Unplanned,1120,1119,1,99.9,1120,1119,1,99.9,0,0,0,0
2015-08-31,NHS Tayside,T304H,Arbroath Infirmary,Type 3,All,1120,1119,1,99.9,1120,1119,1,99.9,0,0,0,0
2015-08-31,NHS Tayside,T305H,Brechin Infirmary,Type 3,Unplanned,259,259,0,100,259,259,0,100,0,0,0,0
2015-08-31,NHS Tayside,T305H,Brechin Infirmary,Type 3,All,259,259,0,100,259,259,0,100,0,0,0,0
2015-08-31,NHS Tayside,T316H,Crieff Community Hospital,Type 3,Unplanned,73,73,0,100,73,73,0,100,0,0,0,0
2015-08-31,NHS Tayside,T316H,Crieff Community Hospital,Type 3,All,73,73,0,100,73,73,0,100,0,0,0,0
2015-08-31,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,Unplanned,647,647,0,100,647,647,0,100,0,0,0,0
2015-08-31,NHS Tayside,T319H,Whitehills Health And Community Care Centre,Type 3,All,647,647,0,100,647,647,0,100,0,0,0,0
2015-08-31,NHS Tayside,T320H,Pitlochry Community Hospital,Type 3,Unplanned,276,276,0,100,276,276,0,100,0,0,0,0
2015-08-31,NHS Tayside,T320H,Pitlochry Community Hospital,Type 3,All,276,276,0,100,276,276,0,100,0,0,0,0
2015-08-31,NHS Tayside,T357C,Links Health Centre,Type 3,Unplanned,563,563,0,100,563,563,0,100,0,0,0,0
2015-08-31,NHS Tayside,T357C,Links Health Centre,Type 3,All,563,563,0,100,563,563,0,100,0,0,0,0
2015-08-31,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,Unplanned,64,64,0,100,,,,,,,,
2015-08-31,NHS Western Isles,W106H,St Brendan's Hospital,Type 3,All,64,64,0,100,,,,,,,,
2015-08-31,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,Unplanned,611,603,8,98.7,611,603,8,98.7,0,0,0,0
2015-08-31,NHS Western Isles,W107H,Western Isles Hospital - Type 1,Type 1,All,611,603,8,98.7,611,603,8,98.7,0,0,0,0
2015-08-31,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,Unplanned,159,159,0,100,,,,,,,,
2015-08-31,NHS Western Isles,W108H,Uist & Barra Hospital,Type 3,All,159,159,0,100,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,Unplanned,219,218,1,99.5,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A101H,Arran War Memorial Hospital,Type 3,All,219,218,1,99.5,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,Unplanned,58,58,0,100,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A110H,Lady Margaret Hospital,Type 3,All,58,58,0,100,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,Unplanned,6233,5876,357,94.3,6233,5876,357,94.3,34,0.5,5,0.1
2015-09-30,NHS Ayrshire & Arran,A111H,University Hospital Crosshouse - Type 1,Type 1,All,6233,5876,357,94.3,6233,5876,357,94.3,34,0.5,5,0.1
2015-09-30,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,Unplanned,3902,3471,431,89,3902,3471,431,89,40,1,2,0.1
2015-09-30,NHS Ayrshire & Arran,A210H,University Hospital Ayr - Type 1,Type 1,All,3902,3471,431,89,3902,3471,431,89,40,1,2,0.1
2015-09-30,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,Unplanned,86,86,0,100,,,,,,,,
2015-09-30,NHS Ayrshire & Arran,A216H,Girvan Community Hospital,Type 3,All,86,86,0,100,,,,,,,,
2015-09-30,NHS Borders,B103H,Knoll Community Hospital,Type 3,Unplanned,9,9,0,100,,,,,,,,
2015-09-30,NHS Borders,B103H,Knoll Community Hospital,Type 3,All,9,9,0,100,,,,,,,,
2015-09-30,NHS Borders,B105H,Hawick Community  Hospital,Type 3,Unplanned,74,74,0,100,,,,,,,,
2015-09-30,NHS Borders,B105H,Hawick Community  Hospital,Type 3,All,74,74,0,100,,,,,,,,
2015-09-30,NHS Borders,B114H,Kelso Community Hospital,Type 3,Unplanned,7,7,0,100,,,,,,,,
2015-09-30,NHS Borders,B114H,Kelso Community Hospital,Type 3,All,7,7,0,100,,,,,,,,
2015-09-30,NHS Borders,B118H,Hay Lodge Hospital,Type 3,Unplanned,50,50,0,100,,,,,,,,
2015-09-30,NHS Borders,B118H,Hay Lodge Hospital,Type 3,All,50,50,0,100,,,,,,,,
2015-09-30,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,Unplanned,2272,2195,77,96.6,2272,2195,77,96.6,1,0,0,0
2015-09-30,NHS Borders,B120H,Borders General Hospital - Type 1,Type 1,All,2272,2195,77,96.6,2272,2195,77,96.6,1,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,Type 3,Unplanned,32,32,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y101H,Castle Douglas Hospital,Type 3,All,32,32,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,Type 3,Unplanned,41,41,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y106H,Kirkcudbright Hospital,Type 3,All,41,41,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y109H,Moffat Hospital,Type 3,Unplanned,6,6,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y109H,Moffat Hospital,Type 3,All,6,6,0,100,,,,,,,,
2015-09-30,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,Type 3,Unplanned,18,18,0,100,18,18,0,100,0,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y110H,Newton Stewart Hospital,Type 3,All,18,18,0,100,18,18,0,100,0,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,Unplanned,1013,995,18,98.2,1013,995,18,98.2,0,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y144H,Galloway Community Hospital - Type 1,Type 1,All,1013,995,18,98.2,1013,995,18,98.2,0,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,Unplanned,2899,2820,79,97.3,2899,2820,79,97.3,0,0,0,0
2015-09-30,NHS Dumfries & Galloway,Y146H,Dumfries & Galloway Royal Infirmary - Type 1,Type 1,All,2899,2820,79,97.3,2899,2820,79,97.3,0,0,0,0
2015-09-30,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,Unplanned,5324,5111,213,96,5324,5111,213,96,9,0.2,0,0
2015-09-30,NHS Fife,F704H,Victoria Hospital (NHS Fife) - Type 1,Type 1,All,5324,5111,213,96,5324,5111,213,96,9,0.2,0,0
2015-09-30,NHS Fife,F708H,Adamson Hospital,Type 3,Unplanned,201,201,0,100,,,,,,,,
2015-09-30,NHS Fife,F708H,Adamson Hospital,Type 3,All,201,201,0,100,,,,,,,,
2015-09-30,NHS Fife,F709H,St Andrews Community Hospital,Type 3,Unplanned,329,329,0,100,,,,,,,,
2015-09-30,NHS Fife,F709H,St Andrews Community Hospital,Type 3,All,329,329,0,100,,,,,,,,
2015-09-30,NHS Fife,F805H,Queen Margaret Hospital,Type 3,Unplanned,1914,1913,1,99.9,1914,1913,1,99.9,0,0,0,0
2015-09-30,NHS Fife,F805H,Queen Margaret Hospital,Type 3,All,1914,1913,1,99.9,1914,1913,1,99.9,0,0,0,0
2015-09-30,NHS Forth Valley,V201H,Stirling Health And Care Village,Type 3,Unplanned,1428,1428,0,100,1428,1428,0,100,0,0,0,0
2015-09-30,NHS Forth Valley,V201H,Stirling Health And Care Village,Type 3,All,1428,1428,0,100,1428,1428,0,100,0,0,0,0
2015-09-30,NHS Forth Valley,V217H,Forth Valley Royal Hospital - Type 1,Type 1,Unplanned,5474,5128,346,93.7,5474,5128,346,93.7,11,0.2,0,0
2015-09-30,NHS Forth Valley,V217H,Forth Valley Royal Hospital - Type 1,Type 1,All,5474,5128,346,93.7,5474,5128,346,93.7,11,0.2,0,0
2015-09-30,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,Unplanned,4976,4732,244,95.1,4976,4732,244,95.1,7,0.1,0,0
2015-09-30,NHS Grampian,N101H,Aberdeen Royal Infirmary - Type 1,Type 1,All,4976,4732,244,95.1,4976,4732,244,95.1,7,0.1,0,0
2015-09-30,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,Unplanned,1705,1686,19,98.9,1705,1686,19,98.9,0,0,0,0
2015-09-30,NHS Grampian,N121H,Royal Aberdeen Children's Hospital - Type 1,Type 1,All,1705,1686,19,98.9,1705,1686,19,98.9,0,0,0,0
2015-09-30,NHS Grampian,N151H,Aboyne Hospital,Type 3,Unplanned,92,92,0,100,,,,,,,,
2015-09-30,NHS Grampian,N151H,Aboyne Hospital,Type 3,All,92,92,0,100,,,,,,,,
2015-09-30,NHS Grampian,N331H,Inverurie Hospital,Type 3,Unplanned,11,11,0,100,,,,,,,,
2015-09-30,NHS Grampian,N331H,Inverurie Hospital,Type 3,All,11,11,0,100,,,,,,,,
2015-09-30,NHS Grampian,N332H,Insch War Memorial Hospital,Type 3,Unplanned,29,29,0,100,,,,,,,,
2015-09-30,NHS Grampian,N332H,Insch War Memorial Hospital,Type 3,All,29,29,0,100,,,,,,,,
2015-09-30,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,Unplanned,1277,1274,3,99.8,,,,,,,,
2015-09-30,NHS Grampian,N333H,Peterhead Community Hospital,Type 3,All,1277,1274,3,99.8,,,,,,,,
2015-09-30,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,Unplanned,703,698,5,99.3,,,,,,,,
2015-09-30,NHS Grampian,N334H,Fraserburgh Hospital,Type 3,All,703,698,5,99.3,,,,,,,,
2015-09-30,NHS Grampian,N335H,Jubilee Hospital,Type 3,Unplanned,290,288,2,99.3,,,,,,,,
2015-09-30,NHS Grampian,N335H,Jubilee Hospital,Type 3,All,290,288,2,99.3,,,,,,,,
2015-09-30,NHS Grampian,N336H,Turriff Hospital,Type 3,Unplanned,226,226,0,100,,,,,,,,
2015-09-30,NHS Grampian,N336H,Turriff Hospital,Type 3,All,226,226,0,100,,,,,,,,
2015-09-30,NHS Grampian,N337H,Chalmers Hospital,Type 3,Unplanned,307,301,6,98,,,,,,,,
2015-09-30,NHS Grampian,N337H,Chalmers Hospital,Type 3,All,307,301,6,98,,,,,,,,
2015-09-30,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,Unplanned,2023,1988,35,98.3,2023,1988,35,98.3,1,0,0,0
2015-09-30,NHS Grampian,N411H,Dr Gray's Hospital - Type 1,Type 1,All,2023,1988,35,98.3,2023,1988,35,98.3,1,0,0,0
2015-09-30,NHS Grampian,N431H,Seafield Hospital,Type 3,Unplanned,38,38,0,100,,,,,,,,
2015-09-30,NHS Grampian,N431H,Seafield Hospital,Type 3,All,38,38,0,100,,,,,,,,
2015-09-30,NHS Grampian,N432H,Stephen Hospital,Type 3,Unplanned,30,30,0,100,,,,,,,,
2015-09-30,NHS Grampian,N432H,Stephen Hospital,Type 3,All,30,30,0,100,,,,,,,,
2015-09-30,NHS Grampian,N433H,Turner Memorial Hospital,Type 3,Unplanned,103,103,0,100,,,,,,,,
2015-09-30,NHS Grampian,N433H,Turner Memorial Hospital,Type 3,All,103,103,0,100,,,,,,,,
2015-09-30,NHS Grampian,N451H,Fleming Hospital,Type 3,Unplanned,34,34,0,100,,,,,,,,
2015-09-30,NHS Grampian,N451H,Fleming Hospital,Type 3,All,34,34,0,100,,,,,,,,
2015-09-30,NHS Grampian,N494H,Kincardine Community Hospital,Type 3,Unplanned,123,123,0,100,,,,,,,,
2015-09-30,NHS Grampian,N494H,Kincardine Community Hospital,Type 3,All,123,123,0,100,,,,,,,,
2015-09-30,NHS Grampian,N683C,Forres Health & Care Centre,Type 3,Unplanned,77,77,0,100,,,,,,,,
2015-09-30,NHS Grampian,N683C,Forres Health & Care Centre,Type 3,All,77,77,0,100,,,,,,,,
2015-09-30,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,Unplanned,1385,1371,14,99,1385,1371,14,99,1,0.1,0,0
2015-09-30,NHS Greater Glasgow & Clyde,C206H,Vale Of Leven District General Hospital,Type 3,All,1385,1371,14,99,1385,1371,14,99,1,0.1,0,0
2015-09-30,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,Unplanned,2637,2532,105,96,2637,2532,105,96,2,0.1,0,0
2015-09-30,NHS Greater Glasgow & Clyde,C313H,Inverclyde Royal Hospital - Type 1,Type 1,All,2637,2532,105,96,2637,2532,105,96,2,0.1,0,0
2015-09-30,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,Unplanned,5689,5230,459,91.9,5689,5230,459,91.9,13,0.2,0,0
2015-09-30,NHS Greater Glasgow & Clyde,C418H,Royal Alexandra Hospital - Type 1,Type 1,All,5689,5230,459,91.9,5689,5230,459,91.9,13,0.2,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,Unplanned,7686,7082,604,92.1,7686,7082,604,92.1,14,0.2,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G107H,Glasgow Royal Infirmary - Type 1,Type 1,All,7686,7082,604,92.1,7686,7082,604,92.1,14,0.2,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,Type 3,Unplanned,1655,1655,0,100,1655,1655,0,100,0,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G207H,New Stobhill Hospital,Type 3,All,1655,1655,0,100,1655,1655,0,100,0,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,Unplanned,2819,2818,1,100,2819,2818,1,100,0,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G306H,New Victoria Hospital,Type 3,All,2819,2818,1,100,2819,2818,1,100,0,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - Type 1,Type 1,Unplanned,7196,6540,656,90.9,7196,6540,656,90.9,36,0.5,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G405H,Queen Elizabeth University Hospital - Type 1,Type 1,All,7196,6540,656,90.9,7196,6540,656,90.9,36,0.5,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,Unplanned,4611,4581,30,99.3,4611,4581,30,99.3,1,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G513H,Royal Hospital For Children Glasgow - Type 1,Type 1,All,4611,4581,30,99.3,4611,4581,30,99.3,1,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G516H,West Glasgow MIU,Type 3,Unplanned,1287,1285,2,99.8,1287,1285,2,99.8,0,0,0,0
2015-09-30,NHS Greater Glasgow & Clyde,G516H,West Glasgow MIU,Type 3,All,1287,1285,2,99.8,1287,1285,2,99.8,0,0,0,0
2015-09-30,NHS Highland,C106H,Cowal Community Hospital,Type 3,Unplanned,606,606,0,100,,,,,,,,
2015-09-30,NHS Highland,C106H,Cowal Community Hospital,Type 3,All,606,606,0,100,,,,,,,,
2015-09-30,NHS Highland,C108H,Islay Hospital,Type 3,Unplanned,106,106,0,100,,,,,,,,
2015-09-30,NHS Highland,C108H,Islay Hospital,Type 3,All,106,106,0,100,,,,,,,,
2015-09-30,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,Unplanned,376,368,8,97.9,,,,,,,,
2015-09-30,NHS Highland,C113H,Victoria Hospital (NHS Highland),Type 3,All,376,368,8,97.9,,,,,,,,
2015-09-30,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,Unplanned,651,647,4,99.4,651,647,4,99.4,0,0,0,0
2015-09-30,NHS Highland,C121H,Lorn & Islands Hospital - Type 1,Type 1,All,651,647,4,99.4,651,647,4,99.4,0,0,0,0
2015-09-30,NHS Highland,C122H,Campbeltown Hospital,Type 3,Unplanned,433,429,4,99.1,,,,,,,,
2015-09-30,NHS Highland,C122H,Campbeltown Hospital,Type 3,All,433,429,4,99.1,,,,,,,,
2015-09-30,NHS Highland,H101H,Dunbar Hospital,Type 3,Unplanned,270,270,0,100,,,,,,,,
2015-09-30,NHS Highland,H101H,Dunbar Hospital,Type 3,All,270,270,0,100,,,,,,,,
2015-09-30,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,Unplanned,497,482,15,97,497,482,15,97,1,0.2,0,0
2015-09-30,NHS Highland,H103H,Caithness General Hospital - Type 1,Type 1,All,497,482,15,97,497,482,15,97,1,0.2,0,0
2015-09-30,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,Unplanned,19,19,0,100,,,,,,,,
2015-09-30,NHS Highland,H106H,Lawson Memorial Hospital,Type 3,All,19,19,0,100,,,,,,,,
2015-09-30,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,Unplanned,2796,2698,98,96.5,2796,2698,98,96.5,4,0.1,0,0
2015-09-30,NHS Highland,H202H,Raigmore Hospital - Type 1,Type 1,All,2796,2698,98,96.5,2796,2698,98,96.5,4,0.1,0,0
2015-09-30,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,Unplanned,487,486,1,99.8,,,,,,,,
2015-09-30,NHS Highland,H208H,Nairn Town And County Hospital,Type 3,All,487,486,1,99.8,,,,,,,,
2015-09-30,NHS Highland,H210H,Ian Charles Community Hospital,Type 3,Unplanned,103,103,0,100,,,,,,,,
2015-09-30,NHS Highland,H210H,Ian Charles Community Hospital,Type 3,All,103,103,0,100,,,,,,,,
2015-09-30,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,Unplanned,811,776,35,95.7,811,776,35,95.7,2,0.2,0,0
2015-09-30,NHS Highland,H212H,Belford Hospital - Type 1,Type 1,All,811,776,35,95.7,811,776,35,95.7,2,0.2,0,0
2015-09-30,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,Type 3,Unplanned,372,372,0,100,,,,,,,,
2015-09-30,NHS Highland,H214H,Dr Mackinnon Memorial Hospital,Type 3,All,372,372,0,100,,,,,,,,
2015-09-30,NHS Highland,H215H,Portree Community Hospital,Type 3,Unplanned,210,210,0,100,,,,,,,,
2015-09-30,NHS Highland,H215H,Portree Community Hospital,Type 3,All,210,210,0,100,,,,,,,,
2015-09-30,NHS Highland,H217H,Ross Memorial Hospital,Type 3,Unplanned,153,153,0,100,,,,,,,,
2015-09-30,NHS Highland,H217H,Ross Memorial Hospital,Type 3,All,153,153,0,100,,,,,,,,
2015-09-30,NHS Highland,H219H,County Community Hospital,Type 3,Unplanned,210,210,0,100,,,,,,,,
2015-09-30,NHS Highland,H219H,County Community Hospital,Type 3,All,210,210,0,100,,,,,,,,
2015-09-30,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,Unplanned,349,337,12,96.6,,,,,,,,
2015-09-30,NHS Highland,H224H,Mid Argyll Community Hospital And Integrated Care Centre,Type 3,All,349,337,12,96.6,,,,,,,,
2015-09-30,NHS Highland,H227B,Aviemore Health Centre,Type 3,Unplanned,160,160,0,100,,,,,,,,
2015-09-30,NHS Highland,H227B,Aviemore Health Centre,Type 3,All,160,160,0,100,,,,,,,,
2015-09-30,NHS Highland,H227H,Mull And Iona Community Hospital,Type 3,Unplanned,81,80,1,98.8,,,,,,,,
2015-09-30,NHS Highland,H227H,Mull And Iona Community Hospital,Type 3,All,81,80,1,98.8,,,,,,,,
2015-09-30,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,Unplanned,5722,5580,142,97.5,5722,5580,142,97.5,2,0,0,0
2015-09-30,NHS Lanarkshire,L106H,University Hospital Monklands - Type 1,Type 1,All,5722,5580,142,97.5,5722,5580,142,97.5,2,0,0,0
2015-09-30,NHS Lanarkshire,L206H,Kello Hospital,Type 3,Unplanned,52,52,0,100,,,,,,,,
2015-09-30,NHS Lanarkshire,L206H,Kello Hospital,Type 3,All,52,52,0,100,,,,,,,,
2015-09-30,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,Unplanned,89,89,0,100,,,,,,,,
2015-09-30,NHS Lanarkshire,L207H,Lady Home Hospital,Type 3,All,89,89,0,100,,,,,,,,
2015-09-30,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,Unplanned,5053,4766,287,94.3,5053,4766,287,94.3,28,0.6,0,0
2015-09-30,NHS Lanarkshire,L302H,University Hospital Hairmyres - Type 1,Type 1,All,5053,4766,287,94.3,5053,4766,287,94.3,28,0.6,0,0
2015-09-30,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,Unplanned,5360,4930,430,92,5360,4930,430,92,41,0.8,0,0
2015-09-30,NHS Lanarkshire,L308H,University Hospital Wishaw - Type 1,Type 1,All,5360,4930,430,92,5360,4930,430,92,41,0.8,0,0
2015-09-30,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,Unplanned,166,166,0,100,,,,,,,,
2015-09-30,NHS Lothian,S108H,Edington Cottage Hospital,Type 3,All,166,166,0,100,,,,,,,,
2015-09-30,NHS Lothian,S116H,Western General Hospital,Type 3,Unplanned,3794,3173,621,83.6,3794,3173,621,83.6,198,5.2,92,2.4
2015-09-30,NHS Lothian,S116H,Western General Hospital,Type 3,All,3794,3173,621,83.6,3794,3173,621,83.6,198,5.2,92,2.4
2015-09-30,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,Unplanned,4423,4271,152,96.6,4423,4271,152,96.6,7,0.2,0,0
2015-09-30,NHS Lothian,S308H,St John's Hospital - Type 1,Type 1,All,4423,4271,152,96.6,4423,4271,152,96.6,7,0.2,0,0
2015-09-30,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,Unplanned,9990,9462,528,94.7,9990,9462,528,94.7,53,0.5,0,0
2015-09-30,NHS Lothian,S314H,Royal Infirmary Of Edinburgh - Type 1,Type 1,All,9990,9462,528,94.7,9990,9462,528,94.7,53,0.5,0,0
2015-09-30,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,Unplanned,4083,4037,46,98.9,4083,4037,46,98.9,0,0,0,0
2015-09-30,NHS Lothian,S319H,Royal Hospital for Children and Young People Edinburgh - Type 1,Type 1,All,4083,4037,46,98.9,4083,4037,46,98.9,0,0,0,0
2015-09-30,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,Unplanned,471,458,13,97.2,471,458,13,97.2,1,0.2,0,0
2015-09-30,NHS Orkney,R103H,Balfour Hospital - Type 1,Type 1,All,471,458,13,97.2,471,458,13,97.2,1,0.2,0,0
2015-09-30,NHS Shetland,Z102H,Gilbert Bain Hospital - Type 1,Type 1,Unplanned,601,588,13,97.8,601,588,13,97.8,0,0,0,0
